stock,country,indicator,entry_date,entry_price,exit_price,pnl_pct,max_drawdown_pct,tier,hold_days
0978.HK,HK,L16,2025-10-09,0.28999999165535,0.280000001192093,-3.4482726727597544,-8.620691958562622,S+⚡⚡,5
0978.HK,HK,L16,2025-10-24,0.28999999165535,0.275000005960464,-5.172409009139813,-8.620691958562622,S+⚡⚡,5
0995.HK,HK,L16,2025-08-06,12.9499998092651,14.1099996566772,8.957527911175541,-15.057913806840126,S+⚡,5
1030.HK,HK,L16,2025-09-10,2.5,2.23000001907349,-10.799999237060405,-13.199996948241994,S+⚡⚡,5
1052.HK,HK,L16,2025-12-18,4.57000017166138,4.07999992370605,-10.722105679422643,-12.035014662481341,S+⚡,5
1055.HK,HK,L16,2025-01-28,3.71000003814697,3.32999992370605,-10.242590580422702,-20.485174734468377,S+⚡⚡,5
1055.HK,HK,L16,2025-02-24,3.61999988555908,3.24000000953674,-10.497234476117995,-18.50828339934834,S+⚡⚡,5
1060.HK,HK,L16,2025-09-29,1.05999994277954,0.860000014305115,-18.86791879912593,-22.641505932799134,S+⚡⚡,5
1060.HK,HK,L16,2025-10-24,0.970000028610229,0.920000016689301,-5.154640252182855,-15.463920756548758,S+⚡⚡,5
1071.HK,HK,L16,2025-07-14,4.28000020980835,4.17000007629395,-2.57009645145147,-3.03738570252876,S+⚡⚡,5
1072.HK,HK,L16,2025-04-23,10.5200004577637,18.3700008392334,74.61977224227631,-1.3308016847041166,S+⚡,5
1072.HK,HK,L16,2025-09-29,16.1700000762939,21.9200000762939,35.55967824904227,0.4947428777281524,S+⚡⚡,5
1093.HK,HK,L16,2025-10-10,9.52999973297119,7.40000009536743,-22.35046901664167,-25.70828833067866,S+⚡,5
1099.HK,HK,L16,2025-02-06,20.6000003814697,17.1200008392334,-16.893201348513877,-18.737866693554455,S+⚡⚡,5
1128.HK,HK,L16,2025-12-05,6.40999984741211,5.86999988555908,-8.424336578900895,-11.388456106878232,S+⚡,5
1137.HK,HK,L16,2024-09-03,1.6599999666214,1.52999997138977,-7.831325171422692,-8.433734247587504,S+⚡⚡,5
1138.HK,HK,L16,2025-08-22,7.19000005722046,11.5900001525879,61.196106541735,-1.5299044873295027,S+⚡⚡,5
1138.HK,HK,L16,2025-12-22,10.0100002288818,18.9799995422363,89.61038070182464,-5.8941072836894195,S+⚡⚡,5
1138.HK,HK,L16,2026-01-02,9.67000007629395,18.0499992370605,86.65976312978691,1.8614302353218284,S+⚡⚡,5
1141.HK,HK,L16,2025-02-14,0.439999997615814,0.310000002384186,-29.54545362182876,-31.81817873942944,S+⚡⚡,5
1157.HK,HK,L16,2025-02-24,5.67999982833862,5.86999988555908,3.345071531032673,-13.732390080007056,S+⚡⚡,5
1177.HK,HK,L16,2025-11-10,6.96000003814697,6.57000017166138,-5.603446326839732,-11.206899504788176,S+⚡⚡,5
1177.HK,HK,L16,2025-12-02,6.90999984741211,6.63000011444092,-4.052094633201103,-10.56439993044117,S+⚡⚡,5
1208.HK,HK,L16,2024-12-09,2.85999989509583,2.72000002861023,-4.89510040632044,-12.937059410161009,S+⚡⚡,5
1211.HK,HK,L16,2025-04-23,130.133331298828,114.0,-12.397539614029162,-13.319668430885793,S+⚡⚡,5
1310.HK,HK,L16,2025-12-02,6.59000015258789,8.21000003814697,24.582698756431864,-4.855844677571301,S+⚡,5
1316.HK,HK,L16,2025-11-03,6.90000009536743,7.05999994277954,2.3188383362419382,-16.376813026417015,S+⚡,5
1317.HK,HK,L16,2025-04-22,0.354999989271164,0.310000002384186,-12.676053027315753,-14.084502430904275,S+⚡⚡,5
1317.HK,HK,L16,2025-11-19,0.389999985694885,0.384999990463257,-1.2820501064171068,-5.128200425668697,S+⚡⚡,5
1317.HK,HK,L16,2025-11-21,0.389999985694885,0.365000009536743,-6.410250532086074,-6.410250532086074,S+⚡⚡,5
1317.HK,HK,L16,2025-11-26,0.384999990463257,0.365000009536743,-5.194800369332147,-6.493500461665047,S+⚡⚡,5
1333.HK,HK,L16,2025-11-03,34.7999992370605,25.2800006866455,-27.356318273353892,-31.03448124665176,S+⚡,5
1333.HK,HK,L16,2025-11-06,35.1399993896484,25.2399997711182,-28.17302160069633,-31.701763184805408,S+⚡⚡,5
1336.HK,HK,L16,2025-04-23,29.1000003814697,42.0499992370605,44.501713697011134,-2.920963471914471,S+⚡⚡,5
